key	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50	x51	x52	x53	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	y17	y18	y19	y20	y21	y22	y23	y24	y25	y26	y27	y28	y29	y30	y31	y32	y33	y34	y35	y36	y37	y38	y39	y40	y41	y42	y43	y44	y45	y46	y47	y48	y49	y50	y51	y52	y53
485	0.179496	0.766173	0.596287	0.900685	0.703291	0.076410	0.144271	0.936792	0.647514	0.451802	0.911232	0.613118	0.721278	0.696857	0.575921	0.303583	0.032917	0.606876	0.460824	0.056119	0.596153	0.736253	0.436376	0.306534	0.364660	0.872577	0.021076	0.114452	0.495437	0.904678	0.575662	0.649317	0.215679	0.952414	0.967278	0.296807	0.782113	0.261096	0.875606	0.883830	0.151756	0.888214	0.651763	0.650288	0.957225	0.606002	0.869732	0.899288	0.292980	0.640816	0.099479	0.753836	0.954407	0.771688	0.764911	0.130468	0.469132	0.981327	0.087581	0.916000	0.271309	0.573689	0.886890	0.603182	0.018925	0.033800	0.604323	0.950076	0.890700	0.810152	0.331910	0.365575	0.026146	0.266544	0.510244	0.720176	0.877431	0.333132	0.338400	0.251284	0.399372	0.677343	0.910675	0.443787	0.858133	0.816147	0.506172	0.290428	0.236905	0.145246	0.415759	0.130922	0.901100	0.750648	0.827284	0.693177	0.804459	0.090179	0.509566	0.110991	0.079626	0.338381	0.429003	0.522392	0.607284	0.133646
486	0.247927	0.982595	0.984015	0.727803	0.430494	0.068476	0.861677	0.940926	0.751083	0.014839	0.786578	0.863480	0.405659	0.671873	0.258906	0.552000	0.598658	0.524354	0.737281	0.902306	0.236914	0.885570	0.275447	0.244940	0.882289	0.450145	0.631477	0.716776	0.717177	0.274099	0.500355	0.595584	0.433081	0.635562	0.773423	0.837236	0.202513	0.064315	0.895256	0.476378	0.606711	0.801915	0.455864	0.122939	0.914835	0.310721	0.469316	0.316016	0.482166	0.210187	0.837607	0.010179	0.757789	0.187871	0.856738	0.189053	0.891580	0.551051	0.274925	0.048855	0.005120	0.163130	0.324961	0.945133	0.076230	0.850893	0.956385	0.141885	0.724157	0.501046	0.200582	0.736728	0.711831	0.115591	0.515979	0.910636	0.377364	0.803351	0.560387	0.619043	0.954558	0.151208	0.576150	0.639626	0.778577	0.304378	0.173815	0.639284	0.494863	0.932311	0.227940	0.182581	0.385179	0.995150	0.156508	0.710250	0.018089	0.780517	0.509328	0.351477	0.095159	0.026622	0.126185	0.427028	0.013035	0.122512
487	0.024095	0.540794	0.073518	0.780658	0.697432	0.234668	0.006335	0.192701	0.766899	0.311236	0.836747	0.025140	0.583255	0.967803	0.905308	0.851394	0.576504	0.866971	0.341453	0.096163	0.871019	0.393464	0.737453	0.139106	0.617065	0.041535	0.977603	0.499764	0.854819	0.872018	0.868555	0.591230	0.146394	0.177032	0.992224	0.059154	0.146013	0.166780	0.409874	0.432793	0.515024	0.216994	0.461617	0.702885	0.536120	0.779632	0.320088	0.553648	0.938629	0.683152	0.701118	0.612930	0.777681	0.041263	0.534129	0.812565	0.823289	0.133819	0.798791	0.650787	0.009143	0.978970	0.097967	0.123377	0.922750	0.007521	0.844343	0.827057	0.495370	0.858843	0.376834	0.473040	0.384339	0.637433	0.624698	0.298577	0.998413	0.255736	0.625964	0.992495	0.939713	0.045106	0.665464	0.516341	0.077391	0.632603	0.282887	0.533944	0.199395	0.573306	0.356882	0.321867	0.525156	0.594159	0.293966	0.704729	0.323200	0.356632	0.438489	0.870284	0.969215	0.633273	0.722365	0.794727	0.886885	0.820159
488	0.754518	0.600566	0.978998	0.160851	0.048935	0.390814	0.682099	0.889073	0.077218	0.583136	0.965143	0.556069	0.542231	0.661698	0.568921	0.064673	0.450985	0.685515	0.906495	0.587981	0.697658	0.668483	0.330113	0.499171	0.894105	0.681992	0.391912	0.739273	0.763088	0.765106	0.305128	0.433243	0.870458	0.970701	0.791629	0.098759	0.459812	0.738157	0.011805	0.875173	0.566544	0.441211	0.656727	0.442939	0.178979	0.274768	0.604349	0.219605	0.221727	0.950815	0.748568	0.132677	0.150675	0.710213	0.514322	0.377582	0.716343	0.954743	0.030865	0.516890	0.023522	0.088069	0.860817	0.047744	0.404580	0.831923	0.115079	0.210560	0.494809	0.730098	0.408130	0.860743	0.057463	0.241116	0.404248	0.374913	0.448044	0.777441	0.087508	0.619700	0.035409	0.742615	0.551170	0.585423	0.833244	0.958369	0.247564	0.075599	0.457981	0.419055	0.379160	0.849132	0.476065	0.648598	0.357968	0.042279	0.972649	0.023312	0.751713	0.184459	0.516654	0.446100	0.794264	0.630508	0.053455	0.634270
489	0.601201	0.603508	0.365094	0.661287	0.435935	0.910704	0.759013	0.879766	0.597397	0.689616	0.595513	0.819558	0.798750	0.528657	0.624665	0.052335	0.181428	0.881459	0.875216	0.181697	0.483615	0.624279	0.676457	0.568539	0.737759	0.689679	0.679447	0.600117	0.557028	0.496401	0.239049	0.970682	0.975665	0.494796	0.789273	0.473458	0.669108	0.151219	0.338544	0.902807	0.886703	0.016532	0.893410	0.134659	0.824504	0.264522	0.982943	0.719944	0.502107	0.726662	0.477811	0.401474	0.125840	0.572099	0.525374	0.133473	0.167520	0.804991	0.937772	0.238016	0.016502	0.096756	0.690478	0.915835	0.712942	0.077801	0.586814	0.619046	0.567993	0.936696	0.939854	0.458902	0.687124	0.386948	0.607882	0.470664	0.217392	0.261360	0.277543	0.539459	0.740070	0.336214	0.939412	0.625996	0.181079	0.938198	0.315986	0.336678	0.008634	0.383146	0.656213	0.838843	0.090756	0.951579	0.819501	0.190630	0.855848	0.473475	0.756386	0.038803	0.147076	0.181751	0.782940	0.231327	0.099662	0.536107
490	0.703688	0.190849	0.732582	0.369962	0.778042	0.682371	0.252178	0.214944	0.778695	0.566518	0.445179	0.365515	0.543205	0.207701	0.866164	0.419748	0.502543	0.545533	0.457595	0.991267	0.837038	0.919696	0.434722	0.823591	0.023278	0.931868	0.503844	0.914943	0.292159	0.045374	0.286629	0.253137	0.673223	0.954565	0.894194	0.667148	0.089166	0.972517	0.724915	0.223144	0.050378	0.473285	0.550586	0.457814	0.036135	0.455877	0.820702	0.972300	0.463971	0.215035	0.375909	0.830125	0.752411	0.453109	0.675897	0.634254	0.736027	0.416758	0.121683	0.398750	0.892865	0.462422	0.501136	0.295102	0.671652	0.225598	0.029346	0.536214	0.210898	0.903553	0.171342	0.757715	0.088875	0.099737	0.249002	0.139377	0.981211	0.271051	0.208281	0.070371	0.513450	0.581012	0.181325	0.948516	0.164315	0.500265	0.725605	0.044469	0.083195	0.100432	0.553486	0.979968	0.950977	0.376251	0.970917	0.921866	0.152306	0.492351	0.769796	0.098190	0.525502	0.672283	0.504960	0.774001	0.133724	0.160539
491	0.943397	0.714874	0.572990	0.967552	0.677546	0.299532	0.230571	0.807779	0.532345	0.586193	0.018875	0.950401	0.561290	0.448199	0.639463	0.887270	0.322044	0.155296	0.749303	0.139069	0.782009	0.854054	0.514133	0.210740	0.989578	0.171984	0.541106	0.014072	0.840398	0.764815	0.908981	0.963257	0.478829	0.373846	0.803509	0.537630	0.396969	0.728521	0.553651	0.784790	0.587463	0.865163	0.356223	0.898735	0.146842	0.886915	0.230603	0.433751	0.517549	0.739732	0.912044	0.343145	0.923938	0.471134	0.876577	0.111254	0.275650	0.659262	0.974773	0.716109	0.506711	0.884586	0.377993	0.326971	0.099256	0.181440	0.765763	0.053551	0.082251	0.308058	0.592687	0.616304	0.123333	0.587822	0.071614	0.002606	0.574333	0.552271	0.038319	0.711869	0.806118	0.076488	0.323063	0.207567	0.884163	0.067831	0.779124	0.334765	0.493025	0.911357	0.735182	0.134009	0.130804	0.100628	0.769358	0.725200	0.543336	0.156553	0.241601	0.493901	0.244176	0.853419	0.016525	0.647278	0.463238	0.742433
492	0.776044	0.072692	0.307651	0.417267	0.984272	0.224671	0.927844	0.420574	0.366517	0.393232	0.123968	0.239249	0.962203	0.557088	0.426001	0.665081	0.691270	0.312779	0.627940	0.664607	0.322788	0.483329	0.679191	0.128961	0.658507	0.169698	0.103176	0.448599	0.688969	0.068608	0.587918	0.463261	0.175510	0.934648	0.578498	0.941326	0.179327	0.880311	0.934128	0.715250	0.589969	0.364488	0.330450	0.040304	0.137935	0.756217	0.076346	0.896145	0.603025	0.452792	0.778964	0.568772	0.725864	0.093164	0.057649	0.041878	0.027161	0.616779	0.121426	0.879018	0.552390	0.841245	0.974989	0.658768	0.940597	0.144858	0.084478	0.755520	0.364212	0.426313	0.802026	0.265512	0.335625	0.630912	0.675729	0.190486	0.877744	0.156094	0.301257	0.383715	0.446939	0.426328	0.340859	0.736520	0.266139	0.604492	0.904077	0.393636	0.479009	0.239940	0.558264	0.729425	0.012228	0.517572	0.873840	0.527309	0.706313	0.626535	0.164388	0.819468	0.074945	0.514124	0.671040	0.670314	0.424600	0.464560
493	0.923947	0.037881	0.780139	0.110990	0.495601	0.695135	0.935060	0.487820	0.241679	0.739502	0.272935	0.031639	0.508503	0.633966	0.359003	0.959094	0.062454	0.350882	0.964842	0.271295	0.857221	0.185992	0.781321	0.685038	0.374879	0.780877	0.144309	0.609791	0.388322	0.190564	0.952125	0.925493	0.194485	0.448265	0.108982	0.956533	0.574400	0.972128	0.408252	0.205647	0.072705	0.498088	0.469780	0.662900	0.420017	0.581254	0.452820	0.115057	0.753268	0.135435	0.908276	0.589491	0.564265	0.305605	0.529680	0.968890	0.969620	0.041671	0.756426	0.742963	0.155030	0.279732	0.642342	0.600075	0.896498	0.834239	0.179682	0.279816	0.083660	0.078900	0.498994	0.475170	0.861815	0.770874	0.808209	0.251690	0.875342	0.801627	0.760134	0.647287	0.502455	0.727895	0.087396	0.906995	0.961034	0.644263	0.920421	0.293983	0.215843	0.588876	0.907608	0.007294	0.961252	0.242871	0.507278	0.640393	0.610111	0.660850	0.925950	0.315156	0.943984	0.231494	0.747647	0.306669	0.132106	0.361230
494	0.443732	0.602200	0.499120	0.144099	0.334975	0.449501	0.431609	0.051020	0.386631	0.635519	0.383578	0.277835	0.733345	0.624937	0.738932	0.354757	0.830953	0.303952	0.401281	0.520720	0.967464	0.794540	0.813295	0.244142	0.916630	0.874318	0.773876	0.354725	0.209311	0.530311	0.054086	0.114693	0.055783	0.029537	0.630050	0.925858	0.942870	0.434206	0.339196	0.978077	0.130338	0.544101	0.088559	0.736513	0.089494	0.338060	0.670649	0.023393	0.372625	0.746209	0.287280	0.416280	0.760157	0.170555	0.262239	0.579557	0.393131	0.546846	0.562516	0.585650	0.717301	0.798541	0.775008	0.540746	0.213443	0.480921	0.881667	0.429972	0.790386	0.698634	0.987563	0.486825	0.453659	0.938453	0.917317	0.551223	0.582130	0.051387	0.983508	0.694812	0.588904	0.809845	0.173684	0.840325	0.108992	0.618466	0.019221	0.709185	0.995359	0.231896	0.214257	0.758656	0.598089	0.626000	0.614446	0.953751	0.322926	0.277299	0.871906	0.869604	0.155721	0.789727	0.355223	0.674038	0.903620	0.030269
495	0.365638	0.862616	0.588241	0.297429	0.061937	0.098515	0.591155	0.993667	0.883301	0.974303	0.663669	0.519688	0.852758	0.253350	0.275629	0.300898	0.126824	0.183458	0.013759	0.667005	0.519702	0.735995	0.522027	0.736441	0.465397	0.656838	0.443263	0.591126	0.717915	0.341965	0.026758	0.096094	0.249997	0.234770	0.125992	0.923326	0.288788	0.807542	0.236505	0.307854	0.781601	0.220922	0.170905	0.573170	0.929562	0.246470	0.550139	0.896636	0.663487	0.613171	0.947284	0.073176	0.072368	0.876927	0.136431	0.970897	0.124376	0.934063	0.372616	0.807931	0.257225	0.177064	0.535736	0.770240	0.143285	0.824143	0.510364	0.427140	0.952792	0.182097	0.508039	0.794652	0.117017	0.881019	0.493118	0.728155	0.544720	0.738247	0.949363	0.825819	0.847570	0.578805	0.546443	0.444493	0.164485	0.453678	0.145323	0.743241	0.894248	0.144944	0.601172	0.946628	0.422630	0.853868	0.242980	0.535717	0.670222	0.885678	0.216253	0.314618	0.808743	0.769315	0.567831	0.006781	0.868143	0.901416
496	0.279800	0.587219	0.648152	0.475101	0.412612	0.819676	0.444515	0.665101	0.225137	0.839811	0.386057	0.814818	0.179008	0.507084	0.999731	0.769801	0.483141	0.815792	0.507929	0.228724	0.941458	0.203026	0.224593	0.389593	0.350066	0.370113	0.764628	0.386432	0.810235	0.734400	0.710418	0.475253	0.239522	0.459387	0.312968	0.036144	0.911463	0.366655	0.694690	0.067838	0.593849	0.880034	0.699332	0.070029	0.844334	0.888249	0.968791	0.060821	0.763447	0.759842	0.199099	0.292748	0.715966	0.519874	0.873776	0.419297	0.508487	0.067345	0.410279	0.538891	0.005403	0.924295	0.737697	0.366069	0.788749	0.751021	0.683377	0.070763	0.850224	0.960235	0.707683	0.041577	0.105900	0.745702	0.060869	0.592523	0.010569	0.671801	0.162509	0.722371	0.407822	0.106724	0.192859	0.817142	0.449341	0.738262	0.171966	0.674726	0.234241	0.550236	0.939602	0.313779	0.143676	0.533565	0.893715	0.071457	0.280754	0.772890	0.223388	0.070928	0.123792	0.038332	0.975849	0.469862	0.881746	0.229651
497	0.857677	0.838727	0.593881	0.506200	0.745786	0.873627	0.305523	0.591015	0.708522	0.195139	0.356287	0.191576	0.981259	0.262023	0.172386	0.515699	0.554531	0.479259	0.516822	0.930729	0.947409	0.418498	0.454023	0.997314	0.656997	0.945735	0.564663	0.076441	0.287119	0.600942	0.308849	0.365124	0.565424	0.221376	0.003936	0.179062	0.700336	0.676966	0.752417	0.994369	0.151962	0.280445	0.275802	0.337140	0.465106	0.321868	0.166124	0.603917	0.931260	0.303327	0.118499	0.014549	0.190259	0.081837	0.206465	0.865612	0.233553	0.224830	0.855500	0.232743	0.506995	0.366990	0.297725	0.572855	0.258020	0.616640	0.058439	0.090977	0.674052	0.690461	0.876018	0.010078	0.556580	0.277651	0.039523	0.955266	0.100684	0.225036	0.304258	0.249563	0.712684	0.685472	0.138546	0.081578	0.499668	0.177265	0.276462	0.314874	0.553964	0.211532	0.597999	0.862548	0.309122	0.576803	0.539901	0.888787	0.038165	0.239064	0.913276	0.258602	0.926474	0.482573	0.959078	0.058912	0.434057	0.517327
498	0.723735	0.331528	0.082982	0.366340	0.740865	0.553735	0.454789	0.613017	0.125782	0.106779	0.297204	0.217504	0.481432	0.033658	0.438756	0.031150	0.675432	0.402912	0.256500	0.898568	0.247375	0.312712	0.438996	0.991088	0.538534	0.954625	0.925767	0.306959	0.995132	0.436626	0.551867	0.740575	0.189373	0.644617	0.810469	0.593416	0.934551	0.485274	0.407853	0.762612	0.101816	0.837810	0.712085	0.608998	0.264546	0.745752	0.302222	0.672180	0.012985	0.826350	0.390667	0.805865	0.302477	0.519901	0.362372	0.492268	0.525830	0.096549	0.845191	0.609554	0.724278	0.773470	0.862472	0.145197	0.933758	0.470834	0.597254	0.985461	0.651522	0.069105	0.101688	0.032554	0.015467	0.634508	0.681698	0.396806	0.320699	0.487225	0.162671	0.450974	0.785534	0.550747	0.940755	0.511768	0.779991	0.661674	0.817704	0.614639	0.535738	0.296994	0.561736	0.024465	0.360956	0.429246	0.517558	0.458424	0.111285	0.407117	0.835953	0.169593	0.746262	0.744071	0.724159	0.543877	0.766633	0.131839
499	0.936951	0.427502	0.856982	0.121430	0.179143	0.865085	0.629728	0.171525	0.386582	0.779015	0.516408	0.294329	0.827466	0.048799	0.912175	0.149687	0.902030	0.141807	0.533192	0.727005	0.769702	0.591899	0.754309	0.044306	0.364019	0.800839	0.734931	0.755103	0.265340	0.374765	0.077409	0.759112	0.789406	0.445142	0.398364	0.489572	0.049718	0.742551	0.132175	0.906727	0.068307	0.890726	0.599550	0.958010	0.225483	0.471584	0.542576	0.396064	0.529554	0.086344	0.864199	0.191737	0.554349	0.259445	0.556719	0.559473	0.566508	0.917321	0.540722	0.478548	0.256387	0.835373	0.316120	0.222069	0.586741	0.132889	0.370113	0.487932	0.598113	0.220266	0.231610	0.310387	0.219015	0.282598	0.060528	0.301331	0.795659	0.311234	0.029905	0.007220	0.693246	0.918261	0.205017	0.096262	0.891005	0.732651	0.826524	0.510104	0.182563	0.436612	0.666354	0.420384	0.829673	0.799257	0.301447	0.002061	0.989332	0.064885	0.789253	0.369537	0.650386	0.928251	0.230241	0.138607	0.451296	0.753287
500	0.957284	0.788557	0.881558	0.652038	0.673720	0.117538	0.567132	0.798338	0.306818	0.521384	0.629010	0.379697	0.643775	0.634278	0.458622	0.050607	0.395467	0.492287	0.608939	0.906965	0.051900	0.603738	0.528343	0.342375	0.006254	0.947844	0.934745	0.210313	0.253976	0.352226	0.741582	0.640132	0.655002	0.279683	0.341449	0.940568	0.853191	0.842364	0.809226	0.129955	0.845777	0.488577	0.390236	0.223489	0.974705	0.037758	0.649159	0.442492	0.057076	0.202330	0.839457	0.196207	0.511600	0.731732	0.048195	0.214572	0.882459	0.599222	0.864222	0.993570	0.925778	0.474292	0.162590	0.596338	0.575276	0.854534	0.118161	0.784904	0.394363	0.275022	0.663792	0.500953	0.184866	0.526109	0.744578	0.546347	0.490774	0.524956	0.277523	0.572699	0.733385	0.052288	0.084176	0.186488	0.533317	0.072750	0.189677	0.618416	0.988647	0.970758	0.804001	0.106311	0.384292	0.905540	0.965754	0.847639	0.214379	0.663113	0.142175	0.851470	0.390662	0.071930	0.492825	0.342778	0.277706	0.361954
501	0.814165	0.133266	0.108488	0.689955	0.073250	0.769599	0.486925	0.804603	0.296249	0.324536	0.318830	0.015263	0.305902	0.593199	0.888273	0.804921	0.459563	0.704499	0.347114	0.656022	0.540627	0.421872	0.836085	0.098212	0.634812	0.892635	0.976019	0.709375	0.728248	0.975408	0.614911	0.487861	0.950164	0.213060	0.392520	0.531401	0.013217	0.992990	0.368531	0.422645	0.051658	0.476056	0.617352	0.385488	0.445569	0.507092	0.611944	0.908000	0.927645	0.127709	0.228962	0.702978	0.968361	0.372737	0.824014	0.742558	0.009759	0.623985	0.674296	0.146064	0.792500	0.489047	0.405719	0.636686	0.481798	0.053746	0.671973	0.107436	0.214520	0.809087	0.756679	0.969404	0.371157	0.331056	0.571434	0.353596	0.225560	0.881904	0.320204	0.095668	0.859697	0.158787	0.147255	0.729497	0.292273	0.416402	0.508388	0.256924	0.525907	0.993453	0.386632	0.781615	0.673637	0.912437	0.806883	0.381527	0.089349	0.878569	0.005803	0.619903	0.761875	0.633987	0.057848	0.902167	0.074626	0.784693
502	0.803069	0.245267	0.778459	0.770077	0.548691	0.904267	0.736253	0.642257	0.533770	0.503503	0.678079	0.127087	0.559267	0.909994	0.644756	0.873111	0.997264	0.479111	0.580913	0.271783	0.060229	0.644268	0.158634	0.819368	0.597876	0.946760	0.295646	0.739185	0.594478	0.621290	0.555502	0.753776	0.104461	0.185027	0.754690	0.603534	0.212251	0.272751	0.066621	0.971106	0.102493	0.762960	0.228272	0.650595	0.473371	0.626881	0.638658	0.453786	0.493515	0.239907	0.607302	0.206033	0.224880	0.176082	0.271697	0.710388	0.457280	0.012480	0.003969	0.643937	0.440591	0.653997	0.460034	0.651943	0.439453	0.887019	0.452858	0.349892	0.315010	0.684096	0.684850	0.111886	0.848891	0.273345	0.450982	0.369296	0.801911	0.382302	0.893919	0.147915	0.051822	0.448671	0.995235	0.140496	0.703293	0.037564	0.036827	0.336535	0.810926	0.656184	0.133730	0.035138	0.278304	0.841046	0.318173	0.296662	0.054208	0.070083	0.682475	0.973854	0.870203	0.513988	0.170014	0.561383	0.599533	0.824160
503	0.914019	0.511156	0.120338	0.943673	0.095812	0.348879	0.718270	0.817233	0.135721	0.101094	0.132143	0.156545	0.529065	0.131671	0.025814	0.881403	0.138575	0.748076	0.840454	0.128580	0.392472	0.098183	0.439263	0.347178	0.552685	0.946207	0.637181	0.678986	0.033300	0.366987	0.358110	0.704019	0.338319	0.293467	0.957444	0.596012	0.523945	0.274151	0.721725	0.147359	0.101391	0.220798	0.079996	0.177072	0.094409	0.525846	0.215374	0.557705	0.981212	0.836718	0.141414	0.705111	0.230766	0.081569	0.966878	0.128786	0.137489	0.748469	0.063004	0.212346	0.102755	0.596315	0.729201	0.792739	0.248789	0.636441	0.226437	0.411834	0.603292	0.442403	0.056085	0.157613	0.235028	0.556071	0.027551	0.102189	0.052468	0.986069	0.658738	0.314637	0.048997	0.025706	0.256943	0.162580	0.624303	0.446786	0.506153	0.600926	0.243743	0.226293	0.512062	0.126928	0.665907	0.967434	0.704698	0.421268	0.817294	0.187432	0.119839	0.702902	0.432021	0.413259	0.577844	0.742442	0.172043	0.515192
504	0.293449	0.140965	0.315077	0.736105	0.643959	0.687166	0.213744	0.907632	0.211043	0.580009	0.100688	0.822152	0.194562	0.205309	0.804254	0.514923	0.830137	0.377944	0.337878	0.394792	0.935966	0.101057	0.907492	0.304465	0.968147	0.734865	0.153924	0.935564	0.734655	0.189939	0.641021	0.162275	0.271072	0.034726	0.618646	0.364878	0.340034	0.239333	0.604276	0.003321	0.729550	0.855589	0.308614	0.015398	0.377235	0.219231	0.669587	0.678350	0.967817	0.422493	0.981397	0.742170	0.052062	0.641336	0.827984	0.740327	0.473737	0.509460	0.825927	0.843761	0.189697	0.909996	0.293576	0.422264	0.370917	0.214164	0.086106	0.421682	0.993526	0.451010	0.802395	0.177253	0.851926	0.312720	0.253842	0.236623	0.616585	0.253490	0.514283	0.676508	0.260834	0.797273	0.938353	0.665365	0.597577	0.958113	0.674788	0.590804	0.797304	0.576377	0.101618	0.782354	0.238180	0.322419	0.217028	0.398749	0.052360	0.655310	0.329950	0.946665	0.015008	0.969649	0.442421	0.660009	0.832419	0.529726
505	0.322991	0.330634	0.223363	0.386276	0.744232	0.632212	0.889655	0.004434	0.599634	0.920048	0.024776	0.601654	0.047792	0.768474	0.748542	0.256380	0.318253	0.825521	0.694745	0.841220	0.492327	0.065398	0.806104	0.655690	0.202327	0.027897	0.053303	0.963827	0.564173	0.490368	0.713791	0.192484	0.186462	0.990100	0.393801	0.848218	0.348181	0.320134	0.571322	0.138680	0.673517	0.296988	0.352491	0.382316	0.647840	0.589832	0.081770	0.518448	0.042086	0.304347	0.386176	0.593421	0.702536	0.432772	0.458210	0.588522	0.310545	0.823856	0.941135	0.699231	0.248745	0.919199	0.553421	0.663485	0.621620	0.259725	0.318486	0.509044	0.055392	0.813797	0.897405	0.001590	0.902334	0.547675	0.365854	0.488757	0.086022	0.384415	0.590235	0.332206	0.855942	0.811970	0.191809	0.785358	0.410462	0.327352	0.061484	0.741123	0.299006	0.195642	0.789022	0.589912	0.236366	0.334985	0.981431	0.209209	0.976867	0.710267	0.751164	0.806117	0.846463	0.890908	0.330288	0.589099	0.251671	0.113048
506	0.847602	0.358508	0.616601	0.489857	0.706788	0.049439	0.322117	0.376325	0.281018	0.398047	0.016040	0.329804	0.003417	0.436472	0.630301	0.788939	0.264486	0.220844	0.370617	0.672678	0.760220	0.893395	0.131243	0.340454	0.426439	0.345260	0.612296	0.868997	0.563275	0.452858	0.065659	0.357628	0.246366	0.538014	0.856315	0.525139	0.008654	0.515836	0.601772	0.707790	0.393121	0.845552	0.131068	0.592245	0.304222	0.748558	0.103762	0.836376	0.880492	0.737451	0.899683	0.698842	0.839305	0.436895	0.552763	0.640718	0.412603	0.315664	0.153247	0.931966	0.566092	0.070356	0.496620	0.835236	0.366932	0.743495	0.838090	0.549023	0.862239	0.354633	0.003651	0.596324	0.353835	0.931717	0.154573	0.048562	0.976799	0.003255	0.608731	0.953513	0.716973	0.563833	0.304061	0.022834	0.509841	0.401525	0.967266	0.725160	0.654327	0.188140	0.558855	0.626695	0.355793	0.129603	0.394705	0.395747	0.262945	0.012000	0.299101	0.014902	0.814048	0.399604	0.084342	0.955249	0.099515	0.223159
507	0.093910	0.330451	0.948417	0.268499	0.783185	0.479597	0.190386	0.334438	0.337631	0.863946	0.838600	0.130262	0.130143	0.463613	0.230933	0.842655	0.693177	0.742853	0.472357	0.676534	0.411477	0.837173	0.183036	0.922110	0.026004	0.566316	0.875160	0.674265	0.050094	0.977120	0.740740	0.063705	0.496286	0.057346	0.920315	0.746346	0.568592	0.019503	0.339931	0.172940	0.328827	0.175887	0.744972	0.937725	0.228652	0.100998	0.956960	0.068939	0.394914	0.334984	0.962024	0.756928	0.398306	0.326538	0.838883	0.752478	0.373549	0.972451	0.876693	0.263977	0.609547	0.740541	0.512086	0.546233	0.830746	0.549487	0.122379	0.570098	0.513269	0.618237	0.343589	0.400897	0.033740	0.325362	0.324772	0.929820	0.344310	0.488233	0.106750	0.163469	0.002121	0.538334	0.198322	0.315866	0.772035	0.623577	0.963519	0.604081	0.540563	0.902106	0.955544	0.041304	0.249369	0.871252	0.852176	0.346136	0.663974	0.750386	0.746367	0.115269	0.378811	0.466541	0.371441	0.357275	0.368492	0.071390
508	0.270783	0.025097	0.640250	0.621176	0.531403	0.292967	0.344309	0.896616	0.096759	0.694597	0.227652	0.026916	0.648393	0.164936	0.834745	0.383543	0.113912	0.134884	0.949506	0.448694	0.433531	0.195754	0.470774	0.693413	0.369464	0.375868	0.971916	0.831923	0.269533	0.296259	0.218537	0.780332	0.136425	0.559510	0.429888	0.987727	0.554100	0.048435	0.262096	0.599386	0.809044	0.167250	0.334776	0.852944	0.185440	0.114218	0.228954	0.934262	0.087321	0.269500	0.200970	0.936492	0.712337	0.996373	0.584397	0.160958	0.027588	0.718052	0.531771	0.866928	0.271324	0.361565	0.888609	0.083185	0.839087	0.064113	0.477692	0.570213	0.501315	0.528490	0.674922	0.208556	0.623959	0.457834	0.883848	0.888806	0.401756	0.738546	0.352190	0.485369	0.235313	0.919433	0.049896	0.126467	0.353738	0.372649	0.918934	0.251695	0.358019	0.596614	0.127712	0.088669	0.890464	0.965173	0.653159	0.180026	0.818015	0.879496	0.073023	0.325076	0.752494	0.829319	0.622227	0.518874	0.554292	0.008803
509	0.138636	0.396978	0.521868	0.794543	0.549441	0.807282	0.157640	0.059760	0.456514	0.851575	0.872553	0.503849	0.960222	0.275318	0.168254	0.653647	0.922073	0.735682	0.291014	0.584058	0.413670	0.264341	0.556272	0.507854	0.540691	0.513016	0.880519	0.242289	0.479725	0.262297	0.722103	0.230217	0.655726	0.544831	0.754439	0.070681	0.342690	0.530050	0.682109	0.290123	0.283212	0.035866	0.540194	0.727623	0.544890	0.583801	0.192317	0.214716	0.042070	0.107931	0.954222	0.473216	0.078804	0.451093	0.453250	0.641602	0.211482	0.538331	0.736398	0.174143	0.692519	0.664794	0.944005	0.477259	0.173862	0.647799	0.602899	0.489495	0.845330	0.177722	0.096297	0.264575	0.406114	0.678168	0.306815	0.646620	0.866905	0.421075	0.962786	0.647440	0.829271	0.724751	0.069946	0.477027	0.798166	0.721400	0.973169	0.475072	0.202498	0.524922	0.202272	0.947827	0.714048	0.262446	0.962161	0.751090	0.135730	0.127389	0.464959	0.186745	0.444577	0.065395	0.860531	0.541716	0.203033	0.060014
